,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
652,80114,2018-19,Cameron Johnson,SF,,Scorer,80,205.2,UNC,ACC,29.0,7.0,11.35,4.0,"Mar 3, 1996",23.33,224.0,36,36,1076.0,24.9,0.648,0.621,0.504,0.264,545.0,6.5,13.3,10.0,13.8,2.1,1.1,1.44375,10.3,0.082,21.8,31.851,4.3,1.9,6.2,0.229,9.4,3.5,12.9,1.59,131.2,98.2,0.266,0.28,7.8,15.5,0.506,4.3,7.7,0.556,3.6,7.8,0.457,0.344,0.4793506763787721,3.3,4.1,0.818,7.7,3.2,1.6,0.4,2.0,2.0,22.6,10.3,20.4,5.6,10.1,4.7,10.3,4.4,5.4,10.2,4.2,2.1,0.5,2.6,2.6,29.8,20.4,9.0,10.04,1.2109746,0.008364312267657992,2.4605459999999995,21.5,73.3,43.9,28.2,41.5,59.2,50.2,92.7,72.6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5053763440860215,0.989247311827957,0.22580645161290322,0.9112903225806451,0.21370967741935484,0.16129032258064516,0.3235294117647059,1.0,54.1,4.65,59.088,2.156223554568805,0.5440048442945281,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Johnson_Cameron_phx22.jpg
653,108861,2020-21,Franz Wagner,SF,,Connector,82,220.0,Michigan,Big Ten,23.0,5.0,11.25,2.0,"Aug 27, 2001",19.84,114.0,28,28,887.0,22.1,0.587,0.544,0.392,0.304,345.0,2.9,19.6,12.1,17.4,2.3,3.2,2.6763636363636363,10.8,0.083,19.7,28.919,2.7,2.0,4.7,0.21,5.8,6.1,11.9,2.33,121.5,92.3,0.27,2.32,5.6,11.7,0.477,4.0,7.1,0.563,1.6,4.6,0.343,0.238,0.3658666666666667,3.0,3.6,0.835,8.3,3.8,1.6,1.3,1.6,2.8,15.7,8.2,17.3,5.9,10.5,2.3,6.8,4.4,5.3,12.2,5.6,2.3,1.9,2.4,4.1,23.2,17.3,11.0,12.4,2.5572024,0.012401352874859075,3.5677098000000003,34.2,70.8,39.7,26.5,37.7,7.7,39.2,74.3,44.743500000000004,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,U18 Euro Championship A,11,19:46,10.5,4.0,9.5,.423,1.0,4.2,.239,1.5,2.4,.615,3.4,1.3,0.9,0.5,1.4,2.5,11th,0.7365591397849462,0.6559139784946236,0.7043010752688172,0.9919354838709677,0.5403225806451613,0.6451612903225806,0.9313725490196079,0.9901960784313726,77.4,3.758,60.253,3.8159625386861156,0.6009666740838563,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wagner_Franz_orl22.jpg
654,2539,2010-11,Jordan Hamilton,SF,,Scorer,80,228.4,Texas,Big 12,28.0,8.0,7.96,2.0,"Oct 6, 1990",20.73,7.0,36,36,1159.0,25.6,0.55,0.522,0.424,0.221,612.0,7.0,18.5,12.9,14.6,1.6,1.8,1.6941176470588235,11.2,0.095,29.1,41.197,4.0,2.7,6.7,0.231,8.3,3.1,11.4,0.99,115.5,90.6,0.334,-2.22,8.4,19.1,0.44,5.3,11.0,0.481,3.1,8.1,0.385,0.274,0.4035599505562423,3.3,4.2,0.779,9.5,2.6,1.1,0.8,2.7,2.2,23.2,12.4,28.1,7.8,16.2,4.6,11.9,4.8,6.2,14.1,3.9,1.6,1.2,3.9,3.3,34.2,28.1,13.0,,,0.011216566005176877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,NIKE Global Challenge,8,25:30,16.4,6.4,13.8,.464,1.6,5.6,.289,2.0,3.2,.615,10.8,2.9,0.9,0.3,2.8,2.0,-,,,,0.6532258064516129,0.6854838709677419,,0.7941176470588235,0.9019607843137255,,4.956,,3.451577817240548,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hamilton_Jordan_tor14.jpg
655,24265,2013-14,Kyle Anderson,SF,,Primary,81,230.1,UCLA,Pac-12,28.0,8.0,7.62,2.0,"Sep 20, 1993",20.78,3.0,36,36,1196.0,24.7,0.566,0.517,0.154,0.493,603.0,4.5,25.5,15.4,34.3,3.1,2.7,2.886206896551724,19.1,0.128,24.1,41.386,3.1,2.6,5.6,0.189,6.3,4.5,10.9,2.12,113.4,95.4,0.395,3.62,6.1,12.6,0.48,5.1,10.7,0.48,0.9,1.9,0.483,0.251,0.2335384615384615,4.6,6.2,0.737,10.5,7.8,2.1,0.9,3.7,2.0,17.6,8.6,18.0,7.3,15.2,1.3,2.8,6.5,8.9,15.0,11.1,3.1,1.3,5.3,2.9,25.2,18.0,7.0,7.06,1.4724265399999998,0.005852842809364548,3.7540620000000002,26.3,58.6,20.7,58.4,43.2,20.0,15.4,82.1,29.7675,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,adidas Nations,5,00:00,9.0,1.0,1.6,.625,0.2,0.4,.500,0.2,0.8,.250,2.8,2.0,0.0,0.0,0.0,0.0,Bronze,0.16666666666666666,0.7956989247311828,0.978494623655914,1.0,0.9193548387096774,0.9032258064516129,0.8725490196078431,0.7843137254901961,80.30000000000001,8.175,55.78,6.10810067011418,0.8449021920989375,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Anderson_Kyle_min22.jpg
656,23478,2013-14,Doug McDermott,SF,,Scorer,79,218.0,Creighton,Big East,27.0,8.0,7.17,4.0,"Jan 3, 1992",22.49,155.0,35,35,1181.0,32.8,0.644,0.603,0.341,0.329,788.0,6.4,17.8,12.6,11.5,0.4,0.5,0.4444444444444444,7.9,0.068,36.2,47.065,6.3,1.4,7.7,0.261,11.4,-0.5,10.9,0.89,127.4,106.0,0.402,-2.2,11.2,21.2,0.526,7.9,14.0,0.567,3.3,7.2,0.449,0.301,0.3876177215189874,6.0,7.0,0.864,8.3,1.9,0.3,0.2,2.1,2.3,31.6,17.1,32.5,12.1,21.4,5.0,11.1,9.2,10.7,12.7,2.9,0.4,0.3,3.2,3.5,48.4,32.5,9.0,3.74,0.5055283200000001,0.007620660457239628,4.39296,38.4,68.5,64.8,27.4,40.1,44.9,34.1,90.6,68.0804,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,U19 World Cup,9,26:26,11.3,4.9,9.7,.506,1.4,3.7,.394,0.1,0.3,.333,6.1,0.8,0.6,0.1,0.3,1.9,5th,0.7795698924731183,0.956989247311828,0.7258064516129032,0.4959677419354839,0.6209677419354839,0.043010752688172046,0.00980392156862745,0.8725490196078431,56.3,6.269,56.951,2.859715546642953,0.6365168538684199,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Mcdermott_Doug_sas22.jpg
657,24292,2013-14,TJ Warren,SF,,Scorer,80,220.2,NC State,ACC,21.0,14.0,7.44,2.0,"Sep 5, 1993",20.82,23.0,35,35,1238.0,31.3,0.574,0.548,0.178,0.347,775.0,10.8,12.7,11.8,8.6,3.1,1.8,2.2775510204081635,9.9,0.089,35.5,46.134,4.7,1.7,6.5,0.209,9.2,1.6,10.8,0.48,116.6,103.6,0.412,-4.7,11.1,21.1,0.525,10.0,17.3,0.58,1.0,3.7,0.267,0.156,0.21359999999999998,5.0,7.3,0.69,8.1,1.3,2.0,0.7,2.7,3.1,28.1,17.0,32.5,15.5,26.7,1.5,5.8,7.8,11.3,12.4,2.0,3.1,1.0,4.1,4.8,43.4,32.5,37.0,15.31,2.9739675,0.02988691437802908,6.313125,37.0,75.9,47.5,45.2,43.4,35.9,17.8,93.5,50.4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8924731182795699,0.4946236559139785,0.7849462365591398,0.11290322580645161,0.4596774193548387,0.8172043010752689,0.36764705882352944,0.8333333333333334,59.5,4.282,67.324,2.9008003913998053,0.5976447867697358,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Warren_TJ_bkn22.jpg
659,107423,2020-21,Isaiah Livers,SF,,Shooter,79,231.8,Michigan,Big Ten,20.0,3.0,11.25,4.0,"Jul 27, 1998",22.93,133.0,23,23,727.0,20.5,0.605,0.57,0.52,0.242,280.0,4.5,16.6,11.1,11.6,1.1,2.3,1.488235294117647,9.5,0.077,19.8,27.178,2.3,1.3,3.6,0.196,6.7,3.6,10.4,1.77,123.6,97.1,0.228,0.66,5.6,12.3,0.457,2.9,5.9,0.486,2.8,6.4,0.431,0.328,0.47133543638275505,2.6,3.0,0.87,7.6,2.5,0.7,0.9,1.4,2.0,16.6,8.3,18.1,4.2,8.7,4.1,9.4,3.8,4.4,11.2,3.7,1.1,1.4,2.1,3.0,24.4,18.1,10.0,22.14,1.9856923200000003,0.013755158184319119,1.6233528000000002,20.2,60.0,55.6,27.8,40.3,4.0,52.0,88.0,58.1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07526881720430108,0.967741935483871,0.43010752688172044,0.8508064516129032,0.4032258064516129,0.07526881720430108,0.4411764705882353,0.9705882352941176,52.7,3.171,45.073,1.4644884692868887,0.4520569820539943,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Livers_Isaiah_det22.jpg
658,28239,2014-15,Sam Dekker,SF,,Slasher,81,218.6,Wisconsin,Big Ten,36.0,4.0,10.29,3.0,"May 6, 1994",21.15,12.0,40,40,1239.0,25.5,0.605,0.586,0.372,0.278,519.0,8.4,14.8,11.7,8.6,1.1,1.5,1.2692307692307694,7.3,0.065,23.2,30.889,5.1,1.9,7.0,0.225,8.5,1.8,10.4,1.36,128.6,99.8,0.258,-0.3,6.9,13.1,0.525,5.3,8.2,0.639,1.6,4.9,0.331,0.227,0.3503044096728307,2.6,3.6,0.708,7.1,1.6,0.7,0.6,1.2,1.4,17.9,11.6,22.0,8.8,13.8,2.7,8.2,4.3,6.1,11.9,2.7,1.1,1.0,2.0,2.3,30.2,22.0,28.0,15.58,3.73394954,0.022598870056497175,5.272585999999999,44.3,75.0,45.9,18.2,37.8,17.9,37.4,82.0,54.25949999999999,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,U18 Americas Championship,5,09:08,4.0,1.4,3.6,.389,0.6,1.6,.375,0.6,0.8,.750,2.0,0.0,0.6,0.0,0.4,0.8,Gold,0.946236559139785,0.4731182795698925,0.6129032258064516,0.6935483870967742,0.45161290322580644,0.3709677419354839,0.22549019607843138,0.9803921568627451,59.4,3.05,64.975,2.307383161361913,0.4956433183899491,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Dekker_Sam_tor21.jpg
660,87241,2018-19,Dylan Windler,SF,,Scorer,79,195.8,Belmont,OVC,27.0,6.0,-2.6,4.0,"Sep 22, 1996",22.77,377.0,33,33,1097.0,30.4,0.681,0.651,0.518,0.304,636.0,6.8,27.3,17.7,13.6,2.3,1.7,1.9549999999999998,11.8,0.096,25.7,35.405,4.9,2.3,7.2,0.262,8.8,1.5,10.3,1.22,129.1,94.7,0.314,-1.11,8.9,16.4,0.54,5.2,7.9,0.659,3.6,8.5,0.429,0.326,0.4693178458289335,4.2,5.0,0.847,13.0,3.1,1.7,0.7,2.5,2.5,25.6,11.9,22.1,7.0,10.7,4.9,11.4,5.7,6.7,17.5,4.1,2.3,0.9,3.4,3.4,34.5,22.1,28.0,17.59,2.5530125999999997,0.02552415679124886,3.2075940000000003,35.4,74.5,59.0,12.6,41.1,21.7,51.9,88.0,69.2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8602150537634409,0.978494623655914,0.8064516129032258,0.8064516129032258,0.9919354838709677,0.4946236559139785,0.7401960784313726,0.7254901960784313,80.0,5.429,58.096,1.7084948666738513,0.4211912232186034,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Windler_Dylan_cle22.jpg
661,24174,2014-15,SirDominic Pointer,SF,,Slasher,78,190.0,St. John's (NY),Big East,21.0,12.0,9.04,4.0,"May 6, 1992",23.15,34.0,33,32,1143.0,24.7,0.566,0.527,0.075,0.413,465.0,6.3,17.2,11.9,18.0,3.3,7.4,4.564485981308411,14.2,0.116,21.0,29.429,2.8,2.4,5.2,0.18,4.6,5.5,10.1,1.48,113.8,94.2,0.327,-0.06,6.1,11.7,0.524,6.1,10.8,0.56,0.1,0.9,0.08,0.026,0.07741935483870967,3.5,4.8,0.725,8.9,3.4,2.2,2.8,2.3,3.5,15.8,9.1,17.3,9.0,16.0,0.1,1.3,5.2,7.1,13.1,5.1,3.3,4.1,3.4,5.1,23.4,17.3,35.0,20.69,5.894125819999999,0.03062117235345582,4.928389400000001,50.6,70.4,43.7,41.9,38.6,37.0,7.5,50.0,41.3652,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,NIKE Global Challenge,2,19:00,13.5,6.5,10.5,.619,0.0,1.5,.000,0.5,2.0,.250,5.5,0.5,2.5,1.5,1.0,3.5,-,0.9247311827956989,0.20430107526881722,0.6559139784946236,0.9314516129032258,0.4798387096774194,1.0,0.9509803921568627,0.8235294117647058,74.6,2.489,61.361,0.9299433640711997,0.40835329349793725,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Pointer_Dom_ncaa_sj.jpg
662,30323,2014-15,Justise Winslow,SF,,Slasher,78,221.8,Duke,ACC,35.0,4.0,9.87,1.0,"Mar 26, 1996",19.26,13.0,39,39,1135.0,22.3,0.572,0.551,0.309,0.438,473.0,5.4,19.8,13.1,13.2,2.8,2.9,2.8491228070175434,14.2,0.117,22.9,32.616,3.1,2.5,5.5,0.196,5.3,4.6,10.0,1.15,115.2,92.8,0.232,-1.43,6.1,12.5,0.486,4.5,8.7,0.516,1.6,3.9,0.418,0.272,0.35532874828060523,3.5,5.5,0.641,8.9,2.9,1.8,1.2,2.5,3.8,17.3,9.2,19.0,6.8,13.1,2.5,5.9,5.3,8.3,13.5,4.4,2.8,1.8,3.8,5.8,26.3,19.0,24.0,15.74,4.514389400000001,0.021145374449339206,5.449389999999999,43.0,66.7,33.3,26.1,26.9,12.0,30.9,93.5,46.3425,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,U18 Americas Championship,22,20:30,10.4,4.3,8.0,.531,0.2,0.5,.364,1.7,3.0,.569,7.0,1.7,1.9,0.8,1.4,1.9,Gold,0.7795698924731183,0.3279569892473118,0.5268817204301075,0.7741935483870968,0.717741935483871,0.989247311827957,0.9411764705882353,0.9117647058823529,74.6,4.006,61.591,2.928844458502267,0.6123109278851403,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Winslow_Justice_lac21.jpg
663,31723,2014-15,Royce O'Neale,SF,,Slasher,78,226.0,Baylor,Big 12,23.0,10.0,9.33,4.0,"Jun 5, 1993",22.07,400.0,33,33,1060.0,19.8,0.597,0.559,0.473,0.371,352.0,7.3,13.5,10.5,21.7,2.3,1.2,1.577142857142857,16.5,0.117,16.3,28.182,3.1,1.9,5.0,0.189,6.1,3.8,9.9,2.05,126.0,97.0,0.282,2.01,4.1,8.9,0.456,2.2,4.7,0.472,1.8,4.2,0.438,0.322,0.45482766190998897,2.6,3.3,0.773,7.3,4.3,1.4,0.4,2.1,2.8,12.6,6.5,14.2,3.5,7.5,2.9,6.7,4.1,5.3,11.6,6.8,2.3,0.7,3.3,4.5,20.0,14.2,3.0,3.35,0.4646449999999999,0.002830188679245283,1.96954,38.0,58.4,63.5,15.4,25.0,22.2,46.6,100.0,74.1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42473118279569894,0.5268817204301075,0.3010752688172043,0.9838709677419355,0.2903225806451613,0.14516129032258066,0.5098039215686274,0.8627450980392157,50.6,4.545,43.64,2.145765832413637,0.15896781740567945,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Oneale_Royce_bkn22.jpg
664,24674,2016-17,Justin Jackson,SF,,Scorer,80,200.8,UNC,ACC,33.0,7.0,11.76,3.0,"Mar 28, 1995",22.26,157.0,40,39,1281.0,21.3,0.555,0.531,0.477,0.22,659.0,4.8,10.8,7.8,15.8,1.3,0.8,0.9904761904761905,9.5,0.078,25.7,38.381,4.3,1.8,6.1,0.191,7.7,2.1,9.8,1.64,121.2,102.4,0.308,0.48,8.2,18.6,0.443,5.0,9.7,0.51,3.3,8.9,0.37,0.273,0.41674144037780403,3.1,4.1,0.748,5.8,3.5,1.0,0.3,2.2,1.7,22.8,11.4,25.6,6.8,13.4,4.5,12.2,4.2,5.6,8.0,4.9,1.3,0.4,3.0,2.4,31.4,25.6,2.0,1.52,0.14108640000000003,0.00156128024980484,2.3761920000000005,22.1,66.7,58.0,30.2,39.4,33.8,47.7,86.7,64.3815,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,U16 Americas Championship,5,21:12,10.4,4.8,9.2,.522,0.2,0.8,.250,0.6,1.0,.600,3.4,1.2,1.4,1.2,1.4,1.4,Gold,0.3172043010752688,0.7795698924731183,0.7043010752688172,0.9596774193548387,0.056451612903225805,0.010752688172043012,0.11764705882352941,0.9607843137254902,48.8,5.094,50.968,3.0132442637092693,0.5864591214409831,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jackson_Justin_bos22.jpg
665,24675,2014-15,Rondae Hollis-Jefferson,SF,,Slasher,79,210.8,Arizona,Pac-12,34.0,4.0,7.41,2.0,"Jan 3, 1995",20.49,15.0,38,25,1090.0,21.8,0.573,0.513,0.105,0.745,435.0,9.0,20.1,14.8,10.1,2.4,3.4,2.8137931034482757,13.7,0.12,20.5,27.555,3.1,2.9,5.9,0.218,4.4,5.0,9.4,1.0,118.5,87.8,0.195,-1.77,5.1,10.1,0.502,4.8,9.0,0.537,0.2,1.1,0.207,0.08,0.13932692307692307,5.3,7.5,0.707,9.5,2.2,1.6,1.2,2.2,3.4,15.7,7.6,15.2,7.3,13.6,0.3,1.6,8.0,11.3,14.3,3.3,2.4,1.8,3.3,5.2,23.6,15.2,40.0,30.73,6.962403909999999,0.03669724770642202,3.4438183999999996,47.3,72.3,52.1,42.2,32.8,31.6,10.5,100.0,48.478500000000004,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,NIKE Global Challenge,4,22:00,9.8,4.0,6.8,.593,0.0,0.8,.000,1.8,3.8,.467,7.8,1.8,0.8,0.3,1.8,2.0,Gold,0.9354838709677419,0.053763440860215055,0.053763440860215055,0.6209677419354839,0.8951612903225806,0.978494623655914,0.9607843137254902,0.8137254901960784,66.4,2.249,58.275,1.4533314403777973,0.3947469995183134,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jefferson_Rondae_min20.jpg
666,6160,2010-11,Jimmy Butler,SF,,Scorer,79,222.2,Marquette,Big East,22.0,15.0,8.51,4.0,"Sep 14, 1989",21.79,400.0,37,35,1282.0,24.0,0.587,0.516,0.152,0.628,569.0,8.2,12.0,10.1,13.2,2.4,1.1,1.5085714285714287,9.8,0.083,21.3,29.996,4.8,1.5,6.3,0.198,7.2,2.2,9.4,1.59,126.8,102.5,0.281,0.25,5.8,11.9,0.49,5.2,10.1,0.515,0.6,1.8,0.345,0.177,0.2110261569416499,5.9,7.5,0.783,7.0,2.7,1.7,0.4,1.7,1.5,18.2,8.6,17.5,7.7,14.9,0.9,2.7,8.6,11.0,10.3,3.9,2.4,0.6,2.5,2.2,26.7,17.5,17.0,,,0.01326053042121685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8508064516129032,0.22580645161290322,,0.20588235294117646,0.8431372549019608,,3.12,,1.6860134011342087,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Jimmy_mia22.jpg
667,2256,2010-11,Kawhi Leonard,SF,,Scorer,79,227.4,San Diego State,MWC,33.0,3.0,6.36,2.0,"Jun 29, 1991",20.0,57.0,36,36,1172.0,26.5,0.512,0.471,0.181,0.305,567.0,11.4,26.2,19.0,16.0,2.7,1.9,2.230434782608696,12.3,0.103,27.6,39.637,3.6,3.2,6.8,0.231,5.3,3.9,9.2,1.2,112.5,86.3,0.31,-1.45,7.2,16.2,0.444,6.3,13.3,0.478,0.9,2.9,0.291,0.169,0.22318220338983047,3.8,4.9,0.759,13.0,3.1,1.7,0.7,2.6,3.0,19.0,11.3,25.4,10.0,20.8,1.3,4.6,5.9,7.8,20.4,4.9,2.7,1.1,4.1,4.8,29.8,25.4,19.0,,,0.016211604095563138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7983870967741935,1.0,,0.9019607843137255,0.7549019607843137,,4.238,,2.8488024790381057,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Leonard_Kawhi_lac22.jpg
668,44097,2013-14,Cleanthony Early,SF,,Scorer,79,209.4,Wichita State,AAC,35.0,1.0,1.74,4.0,"Apr 17, 1991",23.21,193.0,36,36,986.0,26.5,0.627,0.57,0.459,0.464,507.0,5.9,18.6,12.5,6.4,1.8,3.3,2.3294117647058825,12.9,0.117,28.8,37.552,3.6,2.5,6.1,0.246,6.4,2.6,9.0,0.39,121.3,91.4,0.239,-5.48,7.6,15.7,0.484,4.9,8.5,0.579,2.7,7.2,0.373,0.272,0.41155528846153844,6.1,7.3,0.844,8.6,1.1,1.2,1.1,2.8,3.4,24.0,11.8,24.3,7.6,13.1,4.1,11.1,9.5,11.3,13.4,1.7,1.8,1.8,4.4,5.2,37.2,24.3,19.0,15.84,1.6351631999999998,0.019269776876267748,2.508489,31.0,69.8,66.7,23.0,39.5,55.9,46.0,93.8,76.68199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6451612903225806,0.8602150537634409,0.26881720430107525,0.03225806451612903,0.592741935483871,0.6666666666666666,0.8921568627450981,0.6764705882352942,57.9,3.644,52.277,1.2069111237354877,0.4723925484066119,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Early_Cleanthony_nyk1516.jpg
669,2381,2012-13,Deshaun Thomas,SF,,Scorer,78,219.8,Ohio State,Big Ten,29.0,8.0,9.33,3.0,"Aug 29, 1991",21.84,19.0,37,37,1309.0,24.2,0.551,0.506,0.358,0.29,651.0,5.8,15.0,10.3,8.6,0.9,1.0,0.9473684210526315,7.3,0.066,29.1,37.928,4.8,2.0,6.9,0.209,7.9,1.1,9.0,0.92,116.7,97.6,0.332,-1.58,7.9,17.8,0.444,5.7,11.4,0.5,2.2,6.4,0.344,0.234,0.3508603988603989,4.3,5.2,0.834,6.7,1.5,0.6,0.3,1.6,1.7,22.3,12.3,27.7,8.9,17.8,3.4,9.9,6.7,8.0,10.5,2.3,0.9,0.5,2.5,2.6,34.8,27.7,11.0,8.43,1.01591616,0.008403361344537815,3.338182399999999,22.4,71.0,46.2,41.8,38.9,41.1,35.8,97.2,62.3262,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,NIKE Global Challenge,3,18:20,18.0,8.3,12.3,.676,0.0,0.3,.000,1.3,2.7,.500,5.7,0.7,1.0,0.0,1.0,2.7,-,0.46774193548387094,0.6666666666666666,0.5698924731182796,0.5161290322580645,0.24596774193548387,0.14516129032258066,0.2647058823529412,0.8823529411764706,47.0,3.473,58.384,1.710412267903331,0.4845487012770918,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Thomas_Deshaun_sas1516.jpg
670,2188,2010-11,Chris Singleton,SF,,Scorer,81,230.2,Florida State,ACC,20.0,8.0,6.45,3.0,"Nov 21, 1989",21.61,17.0,28,25,814.0,21.9,0.531,0.495,0.332,0.441,344.0,8.2,17.0,12.8,8.9,3.9,5.9,4.6959183673469385,15.0,0.134,24.5,32.096,1.5,2.4,3.9,0.191,3.3,5.6,9.0,0.54,105.6,84.2,0.232,-4.62,6.1,14.1,0.434,4.4,9.4,0.466,1.7,4.7,0.368,0.245,0.3490742857142857,4.1,6.2,0.667,9.4,1.6,2.7,2.0,3.0,4.4,18.0,8.8,20.3,6.3,13.6,2.5,6.7,6.0,8.9,13.6,2.3,3.9,2.9,4.3,6.4,26.0,20.3,19.0,,,0.02334152334152334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1693548387096774,0.657258064516129,,1.0,0.6274509803921569,,2.595,,1.641964296925798,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Singleton_Chris_ind14.jpg
671,31269,2014-15,Treveon Graham,SF,,Scorer,78,219.4,VCU,A-10,25.0,8.0,6.1,4.0,"Oct 28, 1993",21.67,395.0,33,33,970.0,25.2,0.546,0.507,0.418,0.45,499.0,8.0,20.5,13.8,12.7,1.2,1.1,1.1478260869565218,7.2,0.064,27.6,37.716,3.5,1.5,5.1,0.21,8.2,0.6,8.9,1.39,118.8,99.1,0.273,-0.27,7.1,16.6,0.428,4.5,9.6,0.462,2.6,6.9,0.381,0.27,0.39864330413016263,5.2,7.5,0.691,9.7,2.2,0.8,0.4,1.6,2.8,22.0,10.7,25.0,6.7,14.5,4.0,10.4,7.8,11.2,14.6,3.3,1.2,0.6,2.4,4.2,33.1,25.0,2.0,1.88,0.38415168,0.002061855670103093,5.1084000000000005,26.4,50.0,22.6,31.8,43.0,32.7,41.8,82.8,50.9754,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Universiade,5,23:00,9.4,3.4,6.6,.515,0.6,2.6,.231,2.0,2.8,.714,6.8,2.4,1.4,0.2,1.2,1.4,9th,0.08602150537634409,0.8387096774193549,0.6774193548387096,0.7620967741935484,0.7983870967741935,0.5591397849462365,0.24509803921568626,0.6666666666666666,57.9,4.074,49.607,1.8945386427961,0.2632233680862903,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Graham_Treveon_min19.jpg
